participant_code;session_code;gropu_id;group_id;chat_id;player_color;To;body;timestamp;nickname;channel;inactive;left_player_id;left_player_color;right_player_id;right_player_color;part1_signal_left;part1_signal_right;part1_finaldecision;Part3_finaldecision
a1qq1ocd;ln6s1ftc;2;67;2;Green;Blue;Ciao! Il tempo è partito, che pensi se ci dividiamo le risorse equamente?;17.792.716.779.584.300;LeftPartner;13-bargaining_tdl_main-67_2_3;0;v3691z1i;Red;1iernbcq;Blue;split_both;split_both;Right;0
a1qq1ocd;ln6s1ftc;2;67;3;Green;Blue;tra tutti e tre;17.792.717.183.300.100;LeftPartner;13-bargaining_tdl_main-67_2_3;0;v3691z1i;Red;1iernbcq;Blue;split_both;split_both;Right;0
bab8wqjo;ln6s1ftc;14;79;1;Red;Blue;vorrei dividere con tutti ;177.927.171.943.079;RightPartner;13-bargaining_tdl_main-79_1_3;0;bueb4u4i;Blue;7jq6qxh3;Green;split_both;split_both;Right;0
bab8wqjo;ln6s1ftc;14;79;2;Red;Green;vorrei dividere con tutti ;17.792.717.206.458.200;LeftPartner;13-bargaining_tdl_main-79_1_2;0;bueb4u4i;Blue;7jq6qxh3;Green;split_both;split_both;Right;0
br25c3xd;ln6s1ftc;3;68;5;Green;Red;vorrei dividere per tre;17.792.717.193.774.700;RightPartner;13-bargaining_tdl_main-68_1_2;0;cw3blg3k;Red;2s9nar7d;Blue;split_both;split_both;Both;share_both
br25c3xd;ln6s1ftc;3;68;7;Green;Blue;vorrei dividere per tre;17.792.717.348.571.100;LeftPartner;13-bargaining_tdl_main-68_2_3;0;cw3blg3k;Red;2s9nar7d;Blue;split_both;split_both;Both;share_both
brln0ee7;ln6s1ftc;4;69;1;Red;Blue;sono un pochino confusa sul da farsi ma vorrei sapere se tu hai le idee più chiare;17.792.717.173.393.500;RightPartner;13-bargaining_tdl_main-69_1_3;0;y3atyre1;Blue;gn5d8gey;Green;split_both;split_both;Both;share_both
brln0ee7;ln6s1ftc;4;69;4;Red;Blue;perfetto;17.792.717.288.767.300;RightPartner;13-bargaining_tdl_main-69_1_3;0;y3atyre1;Blue;gn5d8gey;Green;split_both;split_both;Both;share_both
brln0ee7;ln6s1ftc;4;69;8;Red;Green;sono un pochino confusa sul da farsi. Tu hai le idee più chiare?;1.779.271.752.857.460;LeftPartner;13-bargaining_tdl_main-69_1_2;0;y3atyre1;Blue;gn5d8gey;Green;split_both;split_both;Both;share_both
brln0ee7;ln6s1ftc;4;69;10;Red;Green;sono d'accordo con te;17.792.717.612.371.700;LeftPartner;13-bargaining_tdl_main-69_1_2;0;y3atyre1;Blue;gn5d8gey;Green;split_both;split_both;Both;share_both
brln0ee7;ln6s1ftc;4;69;13;Red;Blue;io vorrei condividere con tutti;17.792.717.718.366.900;RightPartner;13-bargaining_tdl_main-69_1_3;0;y3atyre1;Blue;gn5d8gey;Green;split_both;split_both;Both;share_both
brln0ee7;ln6s1ftc;4;69;15;Red;Blue;ok, allora procediamo;17.792.717.815.036.600;RightPartner;13-bargaining_tdl_main-69_1_3;0;y3atyre1;Blue;gn5d8gey;Green;split_both;split_both;Both;share_both
brln0ee7;ln6s1ftc;4;69;17;Red;Green;ok, allora procediamo;1.779.271.790.546.510;LeftPartner;13-bargaining_tdl_main-69_1_2;0;y3atyre1;Blue;gn5d8gey;Green;split_both;split_both;Both;share_both
bueb4u4i;ln6s1ftc;14;79;5;Blue;Green;Non ho ben capito ma ti scrivo lo stesso. OK come proposto da te;17.792.717.553.565.300;RightPartner;13-bargaining_tdl_main-79_2_3;0;7jq6qxh3;Green;bab8wqjo;Red;split_both;split_both;Both;share_both
bueb4u4i;ln6s1ftc;14;79;6;Blue;Red;Concordo, va bene;17.792.717.637.056.900;LeftPartner;13-bargaining_tdl_main-79_1_3;0;7jq6qxh3;Green;bab8wqjo;Red;split_both;split_both;Both;share_both
c2ycwfix;ln6s1ftc;6;71;1;Green;Red;ciao;17.792.717.446.716.800;RightPartner;13-bargaining_tdl_main-71_1_2;0;0j12tjt3;#N/D;vrt0fjm1;#N/D;split_you;split_you;Both;share_both
cw3blg3k;ln6s1ftc;3;68;1;Red;Blue;Vorrei dividere equamente tra tutti e tre;1.779.271.693.419.300;RightPartner;13-bargaining_tdl_main-68_1_3;0;2s9nar7d;Blue;br25c3xd;Green;split_both;split_both;Both;share_both
cw3blg3k;ln6s1ftc;3;68;2;Red;Green;Vorrei dividere equamente tra tutti e tre;17.792.716.938.830.100;LeftPartner;13-bargaining_tdl_main-68_1_2;0;2s9nar7d;Blue;br25c3xd;Green;split_both;split_both;Both;share_both
cw3blg3k;ln6s1ftc;3;68;8;Red;Blue;Anche tu?;17.792.717.386.299.100;RightPartner;13-bargaining_tdl_main-68_1_3;0;2s9nar7d;Blue;br25c3xd;Green;split_both;split_both;Both;share_both
cw3blg3k;ln6s1ftc;3;68;10;Red;Blue;ok;17.792.717.630.452.700;RightPartner;13-bargaining_tdl_main-68_1_3;0;2s9nar7d;Blue;br25c3xd;Green;split_both;split_both;Both;share_both
eoo09gqg;ln6s1ftc;8;73;1;Green;Red;Ciao, direi di dividere per 3?;17.792.718.151.234.400;RightPartner;13-bargaining_tdl_main-73_1_2;0;8ot66gl6;Red;wx1wj6o7;Blue;split_both;split_both;Left;0
eoo09gqg;ln6s1ftc;8;73;2;Green;Blue;Dividiamo per 3 o solo io e te?;1.779.271.816.939.050;LeftPartner;13-bargaining_tdl_main-73_2_3;0;8ot66gl6;Red;wx1wj6o7;Blue;split_both;split_both;Left;0
eoo09gqg;ln6s1ftc;8;73;6;Green;Blue;perfetto;17.792.718.707.159.700;LeftPartner;13-bargaining_tdl_main-73_2_3;0;8ot66gl6;Red;wx1wj6o7;Blue;split_both;split_both;Left;0
eoo09gqg;ln6s1ftc;8;73;11;Green;Blue;mi ha detto ok adesso a dividere per 3;17.792.719.101.773.500;LeftPartner;13-bargaining_tdl_main-73_2_3;0;8ot66gl6;Red;wx1wj6o7;Blue;split_both;split_both;Left;0
ff8ef196;ln6s1ftc;12;77;5;Red;Blue;io sono un pò in confusione.. qualche suggerimento?;17.792.717.199.159.100;RightPartner;13-bargaining_tdl_main-77_1_3;0;jfuhc7aq;Blue;g0cbyn29;Green;split_you;split_other;Left;share_both
ff8ef196;ln6s1ftc;12;77;8;Red;Blue;ok, se davvero siamo rimasti in 2 siamo a posto con la scelta!;17.792.717.578.822.500;RightPartner;13-bargaining_tdl_main-77_1_3;0;jfuhc7aq;Blue;g0cbyn29;Green;split_you;split_other;Left;share_both
ff8ef196;ln6s1ftc;12;77;10;Red;Blue;si.. possiamo già cliccare su next, credo;1.779.271.789.885.040;RightPartner;13-bargaining_tdl_main-77_1_3;0;jfuhc7aq;Blue;g0cbyn29;Green;split_you;split_other;Left;share_both
fujp3a0k;ln6s1ftc;16;81;5;Blue;Red;ok;17.792.718.544.151.100;LeftPartner;13-bargaining_tdl_main-81_1_3;0;r4smz6e6;Green;vlhkphbu;Red;split_both;split_both;Both;share_both
g0cbyn29;ln6s1ftc;12;77;12;Green;Red;dividiamo in parti uguali;17.792.718.158.179.200;RightPartner;13-bargaining_tdl_main-77_1_2;0;ff8ef196;Red;jfuhc7aq;Blue;split_both;split_both;Both;share_both
gn5d8gey;ln6s1ftc;4;69;6;Green;Red;voglio dividere con tutti;1.779.271.747.512.880;RightPartner;13-bargaining_tdl_main-69_1_2;0;brln0ee7;Red;y3atyre1;Blue;split_both;split_both;Both;share_both
gn5d8gey;ln6s1ftc;4;69;7;Green;Blue;voglio dividere con tutti;17.792.717.492.075.700;LeftPartner;13-bargaining_tdl_main-69_2_3;0;brln0ee7;Red;y3atyre1;Blue;split_both;split_both;Both;share_both
gn5d8gey;ln6s1ftc;4;69;11;Green;Red;nooooo;17.792.717.626.467.600;RightPartner;13-bargaining_tdl_main-69_1_2;0;brln0ee7;Red;y3atyre1;Blue;split_both;split_both;Both;share_both
gn5d8gey;ln6s1ftc;4;69;18;Green;Red;si ;17.792.718.542.109.100;RightPartner;13-bargaining_tdl_main-69_1_2;0;brln0ee7;Red;y3atyre1;Blue;split_both;split_both;Both;share_both
hetqaozn;ln6s1ftc;7;72;3;Red;Blue;ciao;17.792.717.068.695.900;RightPartner;13-bargaining_tdl_main-72_1_3;0;y229xlov;Blue;rhilexuj;Green;split_you;split_you;Left;0
hetqaozn;ln6s1ftc;7;72;4;Red;Blue;ok;17.792.717.183.217.600;RightPartner;13-bargaining_tdl_main-72_1_3;0;y229xlov;Blue;rhilexuj;Green;split_you;split_you;Left;0
jfuhc7aq;ln6s1ftc;12;77;1;Blue;Green;ciao;17.792.716.510.227.400;RightPartner;13-bargaining_tdl_main-77_2_3;0;g0cbyn29;Green;ff8ef196;Red;split_other;split_you;Right;share_one
jfuhc7aq;ln6s1ftc;12;77;2;Blue;Red;ciao;17.792.716.687.535.700;LeftPartner;13-bargaining_tdl_main-77_1_3;0;g0cbyn29;Green;ff8ef196;Red;split_other;split_you;Right;share_one
jfuhc7aq;ln6s1ftc;12;77;3;Blue;Green;ci sei?;17.792.717.108.652.600;RightPartner;13-bargaining_tdl_main-77_2_3;0;g0cbyn29;Green;ff8ef196;Red;split_other;split_you;Right;share_one
jfuhc7aq;ln6s1ftc;12;77;4;Blue;Red;ci sei?;17.792.717.154.421.800;LeftPartner;13-bargaining_tdl_main-77_1_3;0;g0cbyn29;Green;ff8ef196;Red;split_other;split_you;Right;share_one
jfuhc7aq;ln6s1ftc;12;77;6;Blue;Red;calcolando che il partecipante verde non c'è;17.792.717.325.854.400;LeftPartner;13-bargaining_tdl_main-77_1_3;0;g0cbyn29;Green;ff8ef196;Red;split_other;split_you;Right;share_one
jfuhc7aq;ln6s1ftc;12;77;7;Blue;Red;possiamo spartirlo;17.792.717.354.036.100;LeftPartner;13-bargaining_tdl_main-77_1_3;0;g0cbyn29;Green;ff8ef196;Red;split_other;split_you;Right;share_one
jfuhc7aq;ln6s1ftc;12;77;9;Blue;Red;quindi fare 6 io (blu) e 6 tu (partecipante rosso);17.792.717.648.428.400;LeftPartner;13-bargaining_tdl_main-77_1_3;0;g0cbyn29;Green;ff8ef196;Red;split_other;split_you;Right;share_one
jfuhc7aq;ln6s1ftc;12;77;11;Blue;Red;perfetto, clicco sul next;17.792.718.089.986.200;LeftPartner;13-bargaining_tdl_main-77_1_3;0;g0cbyn29;Green;ff8ef196;Red;split_other;split_you;Right;share_one
nf397ou8;ln6s1ftc;11;76;1;Red;Blue;voglio dividere solo con te ;17.792.716.383.180.000;RightPartner;13-bargaining_tdl_main-76_1_3;0;ovyw28qv;Blue;5mhp2h2j;Green;split_you;split_other;Left;share_one
nf397ou8;ln6s1ftc;11;76;2;Red;Green;non voglio dividere con te ;17.792.716.400.449.900;LeftPartner;13-bargaining_tdl_main-76_1_2;0;ovyw28qv;Blue;5mhp2h2j;Green;split_you;split_other;Left;share_one
ovyw28qv;ln6s1ftc;11;76;4;Blue;Red;ok ;177.927.167.828.848;LeftPartner;13-bargaining_tdl_main-76_1_3;0;5mhp2h2j;Green;nf397ou8;Red;split_other;split_you;Right;share_one
pzd9fjek;ln6s1ftc;13;78;6;Red;Blue;ciao, blue siccome tu hai aspettato e sei gentile vorrei dividere solo con te che ne dici?;17.792.718.544.832.800;RightPartner;13-bargaining_tdl_main-78_1_3;0;8yqnncnw;Blue;8qxgq3ms;Green;split_both;split_both;Both;share_both
pzd9fjek;ln6s1ftc;13;78;8;Red;Blue;Va bene anche a me il green aveva chiesto di divdere in parti uguali, che facciamo?;17.792.719.130.141.200;RightPartner;13-bargaining_tdl_main-78_1_3;0;8yqnncnw;Blue;8qxgq3ms;Green;split_both;split_both;Both;share_both
pzd9fjek;ln6s1ftc;13;78;9;Red;Blue;dividiamo insieme o tutti insieme?;1.779.271.934.323.370;RightPartner;13-bargaining_tdl_main-78_1_3;0;8yqnncnw;Blue;8qxgq3ms;Green;split_both;split_both;Both;share_both
pzd9fjek;ln6s1ftc;13;78;11;Red;Blue;dividiamo tutti egualmente?;17.792.719.493.639.100;RightPartner;13-bargaining_tdl_main-78_1_3;0;8yqnncnw;Blue;8qxgq3ms;Green;split_both;split_both;Both;share_both
pzd9fjek;ln6s1ftc;13;78;13;Red;Blue;ok siamo d'accordo 4 ciascuno;17.792.719.670.843.300;RightPartner;13-bargaining_tdl_main-78_1_3;0;8yqnncnw;Blue;8qxgq3ms;Green;split_both;split_both;Both;share_both
r4smz6e6;ln6s1ftc;16;81;1;Green;Red;dividiamo in parti uguali;17.792.718.224.092.900;RightPartner;13-bargaining_tdl_main-81_1_2;0;vlhkphbu;Red;fujp3a0k;Blue;split_both;split_both;Both;share_one
r4smz6e6;ln6s1ftc;16;81;2;Green;Red;?;17.792.718.303.874.200;RightPartner;13-bargaining_tdl_main-81_1_2;0;vlhkphbu;Red;fujp3a0k;Blue;split_both;split_both;Both;share_one
r4smz6e6;ln6s1ftc;16;81;7;Green;Blue;dividiamo in parti uguali?;17.792.718.679.057.300;LeftPartner;13-bargaining_tdl_main-81_2_3;0;vlhkphbu;Red;fujp3a0k;Blue;split_both;split_both;Both;share_one
r4smz6e6;ln6s1ftc;16;81;10;Green;Red;si non risponde neanche a me va bene dividiamo noi;17.792.719.064.540.200;RightPartner;13-bargaining_tdl_main-81_1_2;0;vlhkphbu;Red;fujp3a0k;Blue;split_both;split_both;Both;share_one
r4smz6e6;ln6s1ftc;16;81;12;Green;Red;a me no;17.792.719.334.889.200;RightPartner;13-bargaining_tdl_main-81_1_2;0;vlhkphbu;Red;fujp3a0k;Blue;split_both;split_both;Both;share_one
r4smz6e6;ln6s1ftc;16;81;15;Green;Red;facciamo tutti 4?;17.792.719.510.569.700;RightPartner;13-bargaining_tdl_main-81_1_2;0;vlhkphbu;Red;fujp3a0k;Blue;split_both;split_both;Both;share_one
r4smz6e6;ln6s1ftc;16;81;16;Green;Red;a me comunque non ha risposto;1.779.271.967.341.440;RightPartner;13-bargaining_tdl_main-81_1_2;0;vlhkphbu;Red;fujp3a0k;Blue;split_both;split_both;Both;share_one
r4smz6e6;ln6s1ftc;16;81;17;Green;Red;andiamo avanti?;17.792.719.793.093.400;RightPartner;13-bargaining_tdl_main-81_1_2;0;vlhkphbu;Red;fujp3a0k;Blue;split_both;split_both;Both;share_one
rhilexuj;ln6s1ftc;7;72;1;Green;Red;voglio dividere con tutti i partecipanti;17.792.716.837.930.000;RightPartner;13-bargaining_tdl_main-72_1_2;0;hetqaozn;Red;y229xlov;Blue;split_other;split_you;Right;share_both
rhilexuj;ln6s1ftc;7;72;2;Green;Blue;voglio dividere con tutti i partecipanti;17.792.717.025.709.800;LeftPartner;13-bargaining_tdl_main-72_2_3;0;hetqaozn;Red;y229xlov;Blue;split_other;split_you;Right;share_both
rhilexuj;ln6s1ftc;7;72;6;Green;Blue;si esatto! va bene!;17.792.719.012.033.400;LeftPartner;13-bargaining_tdl_main-72_2_3;0;hetqaozn;Red;y229xlov;Blue;split_other;split_you;Right;share_both
dx0ls2i4;el73t6hp;2;12;5;Blue;Green;fdsgfda;17.791.876.160.807.500;RightPartner;9-bargaining_tdl_main-12_2_3;0;p3wi5j2i;Green;opt0r6qy;Red;split_other;split_other;Both;share_both
rhilexuj;ln6s1ftc;7;72;8;Green;Blue;ok;17.792.719.255.240.500;LeftPartner;13-bargaining_tdl_main-72_2_3;0;hetqaozn;Red;y229xlov;Blue;split_other;split_you;Right;share_both
v3691z1i;ln6s1ftc;2;67;4;Red;Blue;il verde è uscito dividiamo in 2?;17.792.718.258.292.100;RightPartner;13-bargaining_tdl_main-67_1_3;0;1iernbcq;Blue;a1qq1ocd;Green;split_you;split_other;Left;share_both
v3691z1i;ln6s1ftc;2;67;6;Red;Blue;ok clicchiamo su next;17.792.718.764.988.000;RightPartner;13-bargaining_tdl_main-67_1_3;0;1iernbcq;Blue;a1qq1ocd;Green;split_you;split_other;Left;share_both
vlhkphbu;ln6s1ftc;16;81;3;Red;Blue;dividiamo in parti uguali;17.792.718.390.183.700;RightPartner;13-bargaining_tdl_main-81_1_3;0;fujp3a0k;Blue;r4smz6e6;Green;split_both;split_both;Both;0
vlhkphbu;ln6s1ftc;16;81;4;Red;Green;dividiamo in parti uguali;17.792.718.402.017.900;LeftPartner;13-bargaining_tdl_main-81_1_2;0;fujp3a0k;Blue;r4smz6e6;Green;split_both;split_both;Both;0
vlhkphbu;ln6s1ftc;16;81;6;Red;Green;il blu non risponde dividiamo noi;17.792.718.641.252.700;LeftPartner;13-bargaining_tdl_main-81_1_2;0;fujp3a0k;Blue;r4smz6e6;Green;split_both;split_both;Both;0
vlhkphbu;ln6s1ftc;16;81;8;Red;Green;il blu ha risposto vuole divider in parti uguali;1.779.271.897.417.770;LeftPartner;13-bargaining_tdl_main-81_1_2;0;fujp3a0k;Blue;r4smz6e6;Green;split_both;split_both;Both;0
vlhkphbu;ln6s1ftc;16;81;9;Red;Blue;ok;17.792.719.015.458.500;RightPartner;13-bargaining_tdl_main-81_1_3;0;fujp3a0k;Blue;r4smz6e6;Green;split_both;split_both;Both;0
vlhkphbu;ln6s1ftc;16;81;11;Red;Green;ora ha risposto;1.779.271.920.647.010;LeftPartner;13-bargaining_tdl_main-81_1_2;0;fujp3a0k;Blue;r4smz6e6;Green;split_both;split_both;Both;0
vlhkphbu;ln6s1ftc;16;81;13;Red;Green;dividiamo in parti uguali?;17.792.719.350.555.500;LeftPartner;13-bargaining_tdl_main-81_1_2;0;fujp3a0k;Blue;r4smz6e6;Green;split_both;split_both;Both;0
vlhkphbu;ln6s1ftc;16;81;14;Red;Green;ok dividiamo noi;1.779.271.942.882.410;LeftPartner;13-bargaining_tdl_main-81_1_2;0;fujp3a0k;Blue;r4smz6e6;Green;split_both;split_both;Both;0
