participant_code;session_code;gropu_id;group_id;chat_id;player_color;To;body;timestamp;nickname;channel;inactive;left_player_id;left_player_color;right_player_id;right_player_color;part1_signal_left;part1_signal_right;part1_finaldecision;Part3_finaldecision
8qxgq3ms;ln6s1ftc;13;78;3;Green;Blue;sì, dividiamo in parti uguali;17.792.716.913.034.400;LeftPartner;13-bargaining_tdl_main-78_2_3;0;pzd9fjek;Red;8yqnncnw;Blue;split_both;split_both;Right;0
8qxgq3ms;ln6s1ftc;13;78;5;Green;Red;Dividiamo in parti uguali?;17.792.717.250.926.500;RightPartner;13-bargaining_tdl_main-78_1_2;0;pzd9fjek;Red;8yqnncnw;Blue;split_both;split_both;Right;0
8yqnncnw;ln6s1ftc;13;78;1;Blue;Green;Ciao, dividiamo equamente con tutti?;17.792.716.748.429.700;RightPartner;13-bargaining_tdl_main-78_2_3;0;8qxgq3ms;Green;pzd9fjek;Red;split_both;split_both;Both;share_both
8yqnncnw;ln6s1ftc;13;78;2;Blue;Red;Ciao, dividiamo equamente con tutti?;17.792.716.904.591.100;LeftPartner;13-bargaining_tdl_main-78_1_3;0;8qxgq3ms;Green;pzd9fjek;Red;split_both;split_both;Both;share_both
8yqnncnw;ln6s1ftc;13;78;4;Blue;Green;Ok;17.792.716.969.883.300;RightPartner;13-bargaining_tdl_main-78_2_3;0;8qxgq3ms;Green;pzd9fjek;Red;split_both;split_both;Both;share_both
8yqnncnw;ln6s1ftc;13;78;7;Blue;Red;Il green a me ha risposto e abbiamo deciso di dividere in parti uguali;17.792.718.777.345.900;LeftPartner;13-bargaining_tdl_main-78_1_3;0;8qxgq3ms;Green;pzd9fjek;Red;split_both;split_both;Both;share_both
8yqnncnw;ln6s1ftc;13;78;10;Blue;Red;Evidentemente il green ha premuto next per errore o ha perso la connessione. Direi di mantenere la parola data e dividere in parti uguali;17.792.719.349.910.500;LeftPartner;13-bargaining_tdl_main-78_1_3;0;8qxgq3ms;Green;pzd9fjek;Red;split_both;split_both;Both;share_both
8yqnncnw;ln6s1ftc;13;78;12;Blue;Red;Secondo me si;1.779.271.954.983.920;LeftPartner;13-bargaining_tdl_main-78_1_3;0;8qxgq3ms;Green;pzd9fjek;Red;split_both;split_both;Both;share_both
8yqnncnw;ln6s1ftc;13;78;14;Blue;Red;Ok;17.792.719.734.611.900;LeftPartner;13-bargaining_tdl_main-78_1_3;0;8qxgq3ms;Green;pzd9fjek;Red;split_both;split_both;Both;share_both
9d8bae4j;ln6s1ftc;15;80;3;Blue;Green;Idem;17.792.717.644.688.100;RightPartner;13-bargaining_tdl_main-80_2_3;0;2d8kclta;Green;3yhfj8m6;Red;split_both;split_both;Right;0
a1qq1ocd;ln6s1ftc;2;67;1;Green;Red;Ciao! il tempo è partito, che ne dici di dividerci tutto equamente tra 3?;17.792.716.364.091.600;RightPartner;13-bargaining_tdl_main-67_1_2;0;v3691z1i;Red;1iernbcq;Blue;split_both;split_both;Right;0
