playerid;participant_code;groupid;inactive;left_player;right_player;part1_signal_left;part1_signal_right;part1_finaldecision;Part3_finaldecision;survey_id_in_group;survey_role;survey_payoff;survey_gender;survey_age;survey_field_of_study;survey_university_years;survey_job_status;survey_willingness_future;survey_willingness_risk;survey_reciprocity_positive;survey_reciprocity_negative;survey_willingness_donate;survey_trust_general;survey_beauty_contest_guess;survey_time_on_page;survey_time_survey_intro;survey_time_survey_questions;survey_time_survey_scale_intro;survey_time_survey_page4;survey_time_survey_page5;survey_time_survey_page6;survey_time_survey_page7;survey_time_survey_page8;survey_time_survey_page9;survey_time_survey_page10;survey_time_final_results
14;p9ai9mti;1;;;;;;;;14;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;sthih2j8;4;;bnuc6jnp;viaxlpcy;split_you;split_you;Right;;15;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;cpn08rvz;3;;4uvdbn2v;b6mb3dyb;split_you;split_you;Left;;16;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;xm9pybg5;1;;;;;;;;17;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;5co5ezka;1;;;;;;;;18;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;q0yfile5;1;;;;;;;;19;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;ax1202mv;1;;;;;;;;20;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;sfp1e8ab;1;;;;;;;;21;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;szv94ink;1;;;;;;;;22;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;vdhncyrq;1;;;;;;;;23;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;gc76c1t3;1;;;;;;;;24;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;zr62s55h;1;;;;;;;;25;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;ae9eyrrf;1;;;;;;;;26;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;uw7jbxqu;1;;;;;;;;27;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;wch6gi7w;1;;;;;;;;28;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;2fff8441;1;;;;;;;;29;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;h6gbkfz7;1;;;;;;;;30;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;p5nxs3dx;1;;;;;;;;31;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;qayalwfz;1;;;;;;;;32;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;augtm4kx;1;;;;;;;;33;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;1bcvc3ws;1;;;;;;;;34;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;763sni21;1;;;;;;;;35;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;5etlsf4c;1;;;;;;;;36;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;956krz20;1;;;;;;;;37;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;x162l4q3;1;;;;;;;;38;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;v885n7i8;1;;;;;;;;39;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
